Claim Amount,Coverage,Education,Employment Status,Income,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Claim Reason,Sales Channel,Fraudulent
593,Extended,College,Retired,23091,Married,96,28,90,Collision,Agent,0
461,Basic,College,Medical Leave,22571,Single,63,29,51,Hail,Web,1
213,Basic,High School,Unemployed,0,Single,61,0,62,Collision,Agent,0
264,Extended,College,Unemployed,0,Single,82,14,56,Collision,Branch,0
582,Basic,College,Employed,73976,Divorced,73,27,84,Hail,Web,0
689,Extended,Bachelor,Employed,30814,Married,87,8,96,Hail,Branch,0
301,Basic,Bachelor,Employed,80681,Married,74,31,12,Hail,Agent,0
329,Extended,High School,Employed,60934,Married,82,15,64,Hail,CallCenter,0
1355,Basic,High School,Unemployed,0,Single,62,19,3,Other,Agent,1
517,Basic,College,Employed,80797,Married,64,21,47,Hail,Web,0
295,Basic,College,Employed,89410,Divorced,74,11,50,Hail,Agent,0
486,Extended,Bachelor,Employed,52728,Divorced,127,34,34,Collision,Branch,0
489,Basic,Bachelor,Employed,43199,Married,61,23,31,Other,CallCenter,0
334,Extended,Bachelor,Employed,43510,Married,83,8,75,Scratch or Dent,Agent,0
525,Basic,Bachelor,Employed,28909,Married,66,15,66,Collision,Agent,0
903,Extended,Master,Unemployed,0,Single,122,15,47,Collision,Branch,0
358,Extended,Bachelor,Employed,71176,Married,91,3,62,Hail,Web,0
980,Extended,Bachelor,Employed,84429,Married,123,11,2,Hail,CallCenter,0
483,Basic,Bachelor,Employed,61613,Married,61,6,20,Collision,CallCenter,0
320,Extended,Master,Employed,68370,Married,80,0,45,Scratch or Dent,Agent,0
566,Basic,College,Employed,52389,Married,72,29,8,Collision,Agent,0
414,Basic,High School,Employed,64478,Married,103,30,92,Hail,Branch,0
1377,Premium,High School,Employed,59207,Single,116,23,21,Collision,Agent,0
372,Extended,High School,Medical Leave,17162,Married,96,15,29,Hail,Web,0
312,Basic,Bachelor,Unemployed,0,Married,101,1,83,Collision,Agent,0
1217,Basic,Bachelor,Retired,14973,Divorced,115,2,75,Collision,Branch,0
267,Basic,College,Employed,56342,Single,69,12,89,Hail,CallCenter,0
1274,Basic,Bachelor,Employed,73054,Married,106,34,36,Collision,Branch,0
404,Premium,Bachelor,Medical Leave,21586,Married,106,6,5,Collision,Branch,0
863,Basic,High School,Unemployed,0,Single,117,11,63,Hail,Branch,1
2209,Premium,High School,Employed,24193,Married,185,26,79,Collision,Branch,0
822,Basic,College,Employed,84815,Married,68,9,37,Collision,Agent,0
2620,Basic,High School,Disabled,18495,Married,113,10,15,Collision,Branch,0
811,Basic,Bachelor,Employed,36554,Married,70,6,62,Other,CallCenter,0
477,Basic,Bachelor,Unemployed,0,Single,68,3,36,Collision,Agent,0
882,Basic,High School,Employed,99845,Married,110,23,25,Hail,Branch,0
517,Basic,College,Unemployed,0,Married,69,13,90,Collision,Agent,0
390,Basic,Bachelor,Medical Leave,10853,Married,104,11,18,Hail,Web,0
601,Extended,Master,Medical Leave,23749,Married,77,20,6,Collision,Agent,0
687,Basic,College,Unemployed,0,Single,69,18,71,Hail,Branch,0
305,Extended,Bachelor,Unemployed,0,Single,88,29,19,Hail,Agent,0
487,Basic,College,Employed,92783,Married,61,1,47,Hail,Agent,0
275,Basic,Doctor,Employed,83502,Married,68,25,36,Hail,Branch,0
872,Basic,College,Employed,83846,Married,74,22,94,Hail,Agent,0
410,Basic,High School,Medical Leave,18606,Married,110,12,45,Scratch or Dent,Agent,0
819,Basic,Doctor,Employed,72191,Married,68,19,48,Scratch or Dent,CallCenter,0
523,Basic,College,Employed,57733,Married,66,24,66,Other,CallCenter,0
795,Extended,Doctor,Employed,63688,Married,99,28,93,Hail,Branch,0
314,Extended,College,Employed,55855,Married,79,10,71,Other,Branch,0
394,Extended,Bachelor,Employed,60021,Married,99,12,28,Hail,Agent,0
533,Basic,High School,Unemployed,0,Married,73,17,44,Hail,CallCenter,1
1948,Extended,High School,Employed,74300,Married,122,23,38,Hail,Web,0
346,Extended,Bachelor,Unemployed,0,Married,96,6,8,Scratch or Dent,Web,0
1710,Basic,High School,Employed,51747,Married,71,8,71,Hail,Web,0
275,Basic,High School,Employed,28887,Single,73,16,15,Collision,Branch,0
1287,Basic,High School,Unemployed,0,Single,189,24,93,Collision,Agent,0
442,Basic,Bachelor,Unemployed,0,Single,68,0,93,Hail,Agent,0
276,Basic,High School,Employed,43540,Married,70,29,60,Hail,CallCenter,0
774,Basic,Bachelor,Employed,96961,Married,64,24,99,Other,CallCenter,0
817,Basic,College,Employed,32799,Divorced,104,7,27,Collision,Agent,0
357,Basic,Bachelor,Unemployed,0,Single,101,12,38,Collision,CallCenter,0
1066,Extended,Bachelor,Employed,72540,Married,88,7,3,Hail,CallCenter,0
709,Premium,Master,Employed,35173,Married,180,24,9,Collision,Agent,0
278,Basic,High School,Employed,65431,Married,69,7,90,Other,CallCenter,0
755,Basic,High School,Unemployed,0,Married,100,20,48,Collision,Agent,0
473,Basic,Bachelor,Unemployed,0,Single,72,23,7,Hail,CallCenter,1
1427,Extended,High School,Unemployed,0,Single,84,35,42,Other,CallCenter,1
956,Extended,High School,Employed,40672,Divorced,121,28,99,Collision,CallCenter,0
888,Basic,High School,Employed,52583,Single,113,12,59,Collision,Agent,0
553,Basic,College,Employed,64816,Married,69,30,33,Scratch or Dent,Agent,0
592,Basic,Bachelor,Employed,36685,Married,74,15,25,Collision,Branch,0
850,Extended,High School,Unemployed,0,Single,136,20,98,Collision,Web,1
4024,Extended,Master,Employed,77143,Married,125,5,49,Collision,Agent,0
258,Basic,Master,Employed,60942,Married,64,11,56,Hail,CallCenter,0
1928,Basic,High School,Unemployed,0,Single,61,12,77,Scratch or Dent,Branch,1
1198,Basic,Master,Retired,21514,Married,62,0,59,Collision,Agent,0
393,Basic,High School,Employed,25927,Single,103,6,20,Hail,Web,1
249,Basic,High School,Medical Leave,25965,Divorced,65,23,27,Collision,Agent,0
743,Extended,Bachelor,Employed,27688,Married,92,8,86,Collision,Agent,0
787,Extended,High School,Employed,75490,Married,97,33,20,Hail,Agent,0
1598,Extended,Bachelor,Employed,33871,Single,136,2,23,Collision,CallCenter,0
211,Basic,College,Unemployed,0,Single,65,27,37,Scratch or Dent,CallCenter,1
866,Basic,College,Employed,85470,Single,109,23,31,Collision,Agent,0
563,Basic,College,Employed,97095,Married,70,4,8,Other,Branch,0
459,Basic,College,Employed,73604,Married,114,15,89,Collision,Agent,0
371,Basic,Bachelor,Unemployed,0,Single,112,13,33,Hail,Agent,0
821,Premium,Bachelor,Employed,40646,Married,103,22,6,Hail,Web,0
560,Basic,High School,Employed,74454,Single,71,25,29,Hail,CallCenter,1
341,Extended,High School,Medical Leave,18168,Married,87,25,50,Hail,Agent,0
633,Extended,High School,Unemployed,0,Married,89,4,86,Scratch or Dent,Agent,0
639,Basic,Master,Unemployed,0,Single,66,4,6,Collision,Agent,0
874,Premium,Bachelor,Employed,43597,Married,110,20,24,Collision,Agent,0
484,Premium,High School,Unemployed,0,Divorced,140,15,87,Scratch or Dent,Branch,0
2497,Basic,High School,Employed,66825,Married,69,11,47,Other,Agent,0
541,Basic,High School,Unemployed,0,Single,62,1,9,Hail,Agent,1
234,Basic,Bachelor,Unemployed,0,Single,74,13,42,Other,Branch,0
1517,Extended,High School,Employed,22448,Married,126,20,32,Collision,Branch,0
1112,Extended,College,Employed,42596,Single,96,8,82,Collision,Web,0
486,Basic,Bachelor,Unemployed,0,Single,70,3,35,Hail,Agent,0
558,Basic,College,Employed,97868,Married,70,5,22,Scratch or Dent,Branch,0
453,Basic,High School,Employed,92921,Married,112,35,49,Hail,CallCenter,0
252,Basic,Bachelor,Employed,41372,Married,64,21,32,Hail,Branch,0
489,Basic,High School,Medical Leave,26660,Married,63,23,40,Scratch or Dent,Agent,0
1894,Extended,High School,Employed,58851,Married,79,11,33,Hail,Web,0
856,Basic,High School,Employed,95697,Married,107,29,29,Hail,Agent,0
442,Basic,Master,Unemployed,0,Married,112,16,12,Collision,Agent,0
564,Extended,Bachelor,Unemployed,0,Divorced,84,4,52,Hail,Agent,0
505,Basic,Bachelor,Employed,81741,Single,64,10,94,Collision,Agent,0
491,Basic,College,Employed,48295,Single,63,25,96,Collision,Branch,0
580,Basic,High School,Employed,65538,Married,72,24,86,Other,Web,0
557,Basic,College,Employed,53997,Married,69,26,3,Collision,Branch,0
386,Extended,College,Employed,93272,Married,95,3,54,Hail,Branch,0
291,Basic,Bachelor,Employed,68899,Single,74,6,60,Hail,Branch,0
698,Basic,Bachelor,Unemployed,0,Single,67,20,14,Scratch or Dent,Branch,0
677,Extended,High School,Unemployed,0,Single,97,31,43,Collision,Agent,0
819,Basic,Bachelor,Employed,54950,Married,103,25,75,Other,Web,0
752,Extended,High School,Employed,96306,Divorced,95,12,17,Collision,Agent,0
375,Extended,Bachelor,Employed,70342,Single,96,3,99,Scratch or Dent,Web,0
259,Basic,High School,Employed,72421,Married,65,8,23,Hail,CallCenter,0
455,Extended,Bachelor,Unemployed,0,Married,132,5,88,Collision,Branch,0
289,Basic,College,Employed,77748,Married,72,1,51,Hail,Branch,0
488,Basic,Bachelor,Disabled,19096,Divorced,64,17,5,Collision,Web,0
906,Premium,Master,Employed,73876,Married,112,19,71,Scratch or Dent,Web,0
1673,Extended,High School,Unemployed,0,Single,237,1,29,Scratch or Dent,Agent,1
1118,Basic,Bachelor,Employed,20742,Single,100,17,52,Hail,Web,1
436,Basic,College,Employed,44804,Single,114,15,13,Other,Branch,0
2294,Basic,Bachelor,Employed,52993,Married,64,16,86,Collision,CallCenter,0
493,Basic,Bachelor,Employed,49185,Married,61,11,92,Scratch or Dent,Branch,0
2309,Basic,High School,Employed,69240,Single,194,16,29,Hail,Branch,0
515,Extended,Bachelor,Employed,26877,Married,131,5,2,Other,Agent,0
802,Basic,Bachelor,Employed,82828,Married,67,14,36,Other,Agent,0
254,Basic,Bachelor,Employed,99824,Married,63,1,56,Collision,Agent,0
1050,Extended,Bachelor,Employed,30352,Married,89,21,13,Collision,Web,0
245,Basic,College,Unemployed,0,Married,69,7,68,Hail,Branch,0
606,Extended,Bachelor,Retired,27681,Married,83,13,62,Hail,Agent,0
830,Premium,Bachelor,Employed,85478,Married,103,29,15,Collision,CallCenter,0
279,Basic,High School,Employed,94310,Divorced,70,1,76,Other,Agent,0
2546,Extended,College,Retired,13663,Single,97,1,66,Collision,Branch,0
1147,Premium,High School,Disabled,10384,Married,151,5,72,Collision,Agent,0
356,Extended,Doctor,Disabled,17272,Married,93,30,58,Other,CallCenter,0
832,Basic,College,Employed,64367,Married,104,2,14,Scratch or Dent,CallCenter,0
760,Extended,Bachelor,Employed,47519,Married,96,21,2,Hail,Branch,0
943,Extended,College,Medical Leave,26263,Divorced,85,11,31,Other,Agent,0
642,Basic,Bachelor,Unemployed,0,Single,63,30,34,Collision,CallCenter,0
679,Extended,High School,Unemployed,0,Single,93,2,70,Hail,Branch,0
336,Extended,High School,Employed,77309,Married,83,22,6,Other,Agent,0
244,Basic,College,Employed,50876,Married,61,13,60,Collision,Agent,0
451,Basic,Bachelor,Medical Leave,20284,Single,65,14,84,Collision,Agent,0
231,Basic,College,Retired,22567,Single,69,6,12,Other,Branch,0
254,Basic,Bachelor,Employed,63546,Married,64,1,53,Scratch or Dent,CallCenter,0
641,Extended,High School,Unemployed,0,Single,89,0,12,Collision,CallCenter,0
259,Basic,College,Employed,28137,Married,65,23,2,Scratch or Dent,Web,0
296,Extended,Master,Medical Leave,22608,Married,77,5,10,Hail,Agent,0
276,Basic,Bachelor,Employed,92296,Married,69,4,65,Hail,Agent,0
334,Basic,College,Unemployed,0,Single,69,9,72,Other,Branch,0
517,Basic,High School,Medical Leave,12430,Single,73,22,13,Hail,CallCenter,1
412,Basic,High School,Unemployed,0,Single,116,19,99,Collision,Web,1
555,Basic,High School,Employed,50470,Divorced,71,1,87,Other,CallCenter,0
729,Basic,High School,Employed,44788,Married,61,6,48,Hail,Agent,0
1392,Premium,College,Employed,52423,Single,119,2,80,Collision,Web,0
1104,Extended,College,Employed,29696,Single,139,17,41,Scratch or Dent,CallCenter,0
353,Extended,College,Employed,26884,Married,89,11,84,Other,CallCenter,0
276,Basic,College,Employed,64388,Married,69,12,51,Collision,Agent,0
650,Basic,Bachelor,Unemployed,0,Single,61,13,37,Collision,Agent,0
637,Extended,High School,Employed,34498,Single,83,30,72,Hail,Branch,0
1308,Basic,Bachelor,Employed,73060,Married,108,9,78,Hail,CallCenter,0
215,Basic,Bachelor,Unemployed,0,Single,63,8,83,Collision,Branch,0
845,Basic,Bachelor,Employed,61337,Married,105,35,46,Collision,CallCenter,0
508,Basic,College,Unemployed,0,Single,73,28,8,Scratch or Dent,Agent,1
353,Extended,Bachelor,Employed,59496,Married,88,22,64,Collision,Agent,0
1306,Basic,Bachelor,Unemployed,0,Single,180,4,45,Hail,Agent,0
626,Extended,Master,Employed,37813,Married,78,4,26,Collision,Agent,0
1668,Basic,College,Employed,55907,Married,104,23,64,Collision,Agent,0
579,Basic,College,Employed,80480,Married,72,6,55,Scratch or Dent,Agent,0
798,Basic,Bachelor,Employed,72734,Married,66,7,96,Other,Web,0
277,Basic,High School,Unemployed,0,Married,72,27,60,Collision,Web,0
298,Extended,Bachelor,Employed,36548,Married,76,10,95,Hail,Agent,0
418,Basic,Master,Employed,62113,Married,104,1,0,Hail,Web,0
473,Basic,College,Unemployed,0,Single,67,7,75,Scratch or Dent,Agent,1
432,Basic,Bachelor,Employed,41252,Married,109,25,31,Hail,Branch,0
613,Extended,High School,Employed,61139,Married,76,4,16,Hail,Web,0
269,Basic,Bachelor,Employed,26744,Married,68,16,61,Hail,Agent,0
934,Extended,Bachelor,Unemployed,0,Single,132,17,34,Collision,Branch,0
1868,Basic,College,Employed,74640,Married,66,0,44,Collision,Branch,0
255,Basic,Bachelor,Employed,88126,Married,64,27,71,Hail,Branch,0
281,Basic,Bachelor,Employed,55005,Divorced,70,31,39,Other,CallCenter,0
971,Extended,High School,Employed,33190,Single,123,1,95,Collision,CallCenter,0
1519,Basic,High School,Unemployed,0,Single,71,4,64,Hail,CallCenter,1
407,Premium,College,Unemployed,0,Single,117,0,42,Hail,Branch,0
661,Extended,High School,Unemployed,0,Single,97,31,34,Collision,Web,1
203,Basic,Bachelor,Unemployed,0,Single,64,0,8,Hail,Agent,0
509,Basic,Bachelor,Disabled,25226,Divorced,71,13,97,Collision,Branch,0
335,Extended,Master,Employed,63398,Married,83,29,46,Hail,Web,0
853,Basic,Master,Employed,30092,Married,108,33,90,Hail,CallCenter,0
265,Basic,College,Employed,37876,Single,69,13,15,Hail,Agent,0
607,Extended,High School,Retired,12201,Divorced,84,14,63,Collision,Branch,0
906,Basic,College,Employed,37970,Married,115,8,44,Collision,Agent,0
253,Basic,Bachelor,Disabled,28898,Married,67,15,85,Collision,Branch,0
247,Basic,High School,Employed,23845,Married,61,33,34,Hail,CallCenter,0
741,Basic,High School,Employed,62810,Married,187,14,22,Scratch or Dent,Web,1
345,Extended,Bachelor,Employed,65773,Married,89,24,35,Hail,CallCenter,0
448,Basic,Bachelor,Unemployed,0,Single,69,1,25,Scratch or Dent,CallCenter,1
2124,Extended,Bachelor,Unemployed,0,Divorced,86,29,45,Hail,Branch,0
337,Extended,Master,Unemployed,0,Divorced,95,14,15,Collision,Branch,0
375,Extended,College,Employed,41479,Married,94,14,38,Hail,CallCenter,0
513,Extended,Master,Employed,72433,Married,126,34,48,Hail,Agent,0
1230,Basic,Bachelor,Employed,74586,Married,103,14,19,Hail,CallCenter,0
1807,Extended,Bachelor,Unemployed,0,Married,234,11,26,Collision,Agent,0
1964,Basic,College,Employed,67326,Married,69,17,32,Collision,Agent,0
3590,Basic,College,Employed,25285,Married,114,12,84,Collision,Agent,0
684,Extended,High School,Disabled,15871,Married,89,20,19,Other,Branch,0
652,Extended,Master,Employed,38795,Married,82,30,41,Collision,Branch,0
571,Basic,High School,Employed,24882,Married,72,13,20,Other,Branch,0
513,Extended,College,Employed,33169,Married,128,33,14,Other,Branch,0
498,Basic,Bachelor,Employed,86305,Married,62,1,99,Hail,CallCenter,0
410,Basic,High School,Unemployed,0,Married,112,31,21,Scratch or Dent,Agent,0
411,Basic,College,Employed,32210,Divorced,103,16,97,Collision,CallCenter,0
1109,Extended,Bachelor,Employed,69090,Married,139,24,11,Collision,Agent,0
475,Basic,High School,Unemployed,0,Single,63,23,88,Collision,Branch,0
584,Basic,Doctor,Employed,83308,Married,73,3,81,Scratch or Dent,Agent,0
1919,Basic,High School,Employed,39034,Married,68,10,55,Collision,Agent,0
644,Extended,College,Employed,46750,Married,82,20,74,Scratch or Dent,Branch,0
726,Extended,Doctor,Employed,39786,Married,91,2,91,Collision,Web,0
820,Basic,High School,Employed,56788,Single,108,22,34,Collision,Agent,0
455,Basic,Bachelor,Employed,90156,Married,114,16,6,Hail,CallCenter,0
707,Extended,Bachelor,Employed,63867,Married,89,21,4,Scratch or Dent,Branch,0
474,Basic,Bachelor,Employed,83413,Married,118,0,1,Hail,Web,0
402,Basic,College,Unemployed,0,Divorced,118,2,48,Collision,Branch,0
2024,Premium,Bachelor,Employed,36116,Married,171,27,33,Collision,Branch,0
267,Basic,College,Employed,56342,Single,69,12,89,Hail,CallCenter,0
921,Basic,College,Employed,55542,Single,117,1,76,Collision,Web,0
2319,Basic,College,Employed,58466,Married,66,7,79,Other,Branch,0
477,Basic,College,Medical Leave,12964,Single,65,2,37,Collision,Web,0
377,Extended,High School,Employed,43412,Married,94,33,38,Other,Agent,0
289,Basic,Master,Employed,82611,Single,74,23,87,Hail,Web,1
1161,Extended,Bachelor,Employed,28915,Single,76,10,49,Other,Web,0
1425,Extended,High School,Unemployed,0,Single,207,13,68,Hail,Agent,1
255,Basic,High School,Unemployed,0,Married,70,19,27,Other,Agent,0
323,Extended,College,Employed,91774,Single,81,4,21,Collision,CallCenter,0
223,Basic,High School,Retired,27972,Married,61,7,38,Scratch or Dent,Web,1
1062,Extended,Bachelor,Unemployed,0,Married,96,11,16,Hail,Agent,0
830,Extended,College,Unemployed,0,Married,122,22,14,Hail,Agent,0
516,Basic,College,Employed,77857,Married,64,0,99,Collision,Agent,0
441,Basic,Bachelor,Unemployed,0,Divorced,62,18,34,Collision,Branch,0
296,Basic,Doctor,Employed,56502,Single,74,15,78,Scratch or Dent,Branch,0
390,Extended,Bachelor,Employed,95018,Married,97,21,81,Hail,Web,0
453,Extended,Bachelor,Employed,23705,Married,122,33,2,Collision,Agent,0
281,Basic,Bachelor,Employed,72333,Married,70,10,20,Hail,Agent,0
720,Basic,High School,Unemployed,0,Single,107,22,96,Other,Web,1
630,Extended,Bachelor,Employed,47622,Married,80,15,13,Collision,CallCenter,0
780,Basic,Bachelor,Unemployed,0,Married,105,33,7,Collision,Web,0
829,Basic,College,Employed,79632,Divorced,106,7,72,Hail,Branch,0
1853,Basic,Master,Medical Leave,16154,Married,62,31,45,Collision,Branch,0
291,Basic,College,Employed,72211,Married,73,12,1,Hail,Web,0
609,Extended,College,Employed,70892,Married,76,21,32,Hail,CallCenter,0
502,Basic,College,Employed,49367,Divorced,63,16,40,Collision,Agent,0
1547,Premium,Bachelor,Employed,68086,Married,194,34,6,Hail,Web,0
568,Basic,Master,Employed,90353,Married,70,3,64,Hail,Branch,0
458,Basic,High School,Employed,49558,Divorced,115,1,73,Scratch or Dent,Web,1
866,Basic,Bachelor,Employed,93485,Married,72,31,40,Other,Agent,0
527,Basic,High School,Medical Leave,10629,Single,74,17,15,Other,Web,1
262,Basic,Bachelor,Medical Leave,10237,Married,72,31,97,Hail,CallCenter,0
452,Premium,College,Employed,87517,Married,112,1,28,Hail,Branch,0
553,Basic,Bachelor,Employed,23241,Married,70,11,14,Hail,Agent,0
522,Basic,High School,Employed,60861,Married,66,8,82,Other,Agent,0
786,Basic,Doctor,Disabled,21726,Married,104,20,79,Hail,Branch,0
502,Basic,Bachelor,Employed,36313,Single,67,3,38,Collision,Agent,0
335,Extended,Bachelor,Employed,29160,Single,87,25,62,Hail,Branch,0
673,Extended,High School,Unemployed,0,Single,99,15,79,Other,Web,1
642,Basic,College,Unemployed,0,Single,188,5,67,Scratch or Dent,Agent,1
497,Basic,College,Employed,48139,Single,63,9,41,Scratch or Dent,CallCenter,1
474,Extended,College,Unemployed,0,Married,76,28,55,Collision,Agent,0
609,Extended,College,Retired,13688,Divorced,84,25,2,Collision,Agent,0
502,Basic,College,Unemployed,0,Single,73,16,77,Hail,Branch,0
734,Basic,High School,Employed,27649,Single,63,3,63,Other,Web,1
322,Extended,Master,Employed,24191,Married,80,11,32,Other,Branch,0
